x,y,z
1.7463,1.5,2.1766
1.7469,1.5,2.1785
1.7476,1.5,2.1803
1.7483,1.5,2.1822
1.749,1.5,2.1841
1.7497,1.5,2.186
1.7504,1.5,2.1879
1.751,1.5,2.1897
1.7517,1.5,2.1916
1.7524,1.5,2.1935
1.7531,1.5,2.1954
1.7538,1.5,2.1973
1.7545,1.5,2.1991
1.7551,1.5,2.201
1.7558,1.5,2.2029
1.7565,1.5,2.2048
1.7572,1.5,2.2066
1.7579,1.5,2.2085
1.7586,1.5,2.2104
1.7593,1.5,2.2123
1.7599,1.5,2.2142
1.7606,1.5,2.216
1.7613,1.5,2.2179
1.762,1.5,2.2198
1.7627,1.5,2.2217
1.7634,1.5,2.2236
1.764,1.5,2.2254
1.7647,1.5,2.2273
1.7654,1.5,2.2292
1.7661,1.5,2.2311
1.7668,1.5,2.233
1.7675,1.5,2.2348
1.7681,1.5,2.2367
1.7688,1.5,2.2386
1.7695,1.5,2.2405
1.7702,1.5,2.2424
1.7709,1.5,2.2442
1.7716,1.5,2.2461
1.7722,1.5,2.248
1.7729,1.5,2.2499
1.7736,1.5,2.2518
1.7743,1.5,2.2536
1.775,1.5,2.2555
1.7757,1.5,2.2574
1.7764,1.5,2.2593
1.777,1.5,2.2612
1.7777,1.5,2.263
1.7784,1.5,2.2649
1.7791,1.5,2.2668
1.7798,1.5,2.2687
1.7805,1.5,2.2705
1.7811,1.5,2.2724
1.7818,1.5,2.2743
1.7825,1.5,2.2762
1.7832,1.5,2.2781
1.7839,1.5,2.2799
1.7846,1.5,2.2818
1.7852,1.5,2.2837
1.7859,1.5,2.2856
1.7866,1.5,2.2875
1.7873,1.5,2.2893
1.788,1.5,2.2912
1.7887,1.5,2.2931
1.7893,1.5,2.295
1.79,1.5,2.2969
1.7907,1.5,2.2987
1.7914,1.5,2.3006
1.7921,1.5,2.3025
1.7928,1.5,2.3044
1.7935,1.5,2.3063
1.7941,1.5,2.3081
1.7948,1.5,2.31
1.7955,1.5,2.3119
1.7962,1.5,2.3138
1.7969,1.5,2.3157
1.7976,1.5,2.3175
1.7982,1.5,2.3194
1.7989,1.5,2.3213
1.7996,1.5,2.3232
1.8003,1.5,2.3251
1.801,1.5,2.3269
1.8017,1.5,2.3288
1.8023,1.5,2.3307
1.803,1.5,2.3326
1.8037,1.5,2.3344
1.8044,1.5,2.3363
1.8051,1.5,2.3382
1.8058,1.5,2.3401
1.8065,1.5,2.342
1.8071,1.5,2.3438
1.8078,1.5,2.3457
1.8085,1.5,2.3476
1.8092,1.5,2.3495
1.8099,1.5,2.3514
1.8106,1.5,2.3532
1.8112,1.5,2.3551
1.8119,1.5,2.357
1.8126,1.5,2.3589
1.8133,1.5,2.3608
1.814,1.5,2.3626
1.8147,1.5,2.3645
1.8153,1.5,2.3664
1.816,1.5,2.3683
1.8167,1.5,2.3702
1.8174,1.5,2.372
1.8181,1.5,2.3739
1.8188,1.5,2.3758
1.8194,1.5,2.3777
1.8201,1.5,2.3796
1.8208,1.5,2.3814
1.8215,1.5,2.3833
1.8222,1.5,2.3852
1.8229,1.5,2.3871
1.8236,1.5,2.3889
1.8242,1.5,2.3908
1.8249,1.5,2.3927
1.8256,1.5,2.3946
1.8263,1.5,2.3965
1.827,1.5,2.3983
1.8277,1.5,2.4002
1.8283,1.5,2.4021
1.829,1.5,2.404
1.8297,1.5,2.4059
1.8304,1.5,2.4077
1.8311,1.5,2.4096
1.8318,1.5,2.4115
1.8324,1.5,2.4134
1.8331,1.5,2.4153
1.8338,1.5,2.4171
1.8345,1.5,2.419
1.8352,1.5,2.4209
1.8359,1.5,2.4228
1.8365,1.5,2.4247
1.8372,1.5,2.4265
1.8379,1.5,2.4284
1.8386,1.5,2.4303
1.8393,1.5,2.4322
1.84,1.5,2.4341
1.8407,1.5,2.4359
1.8413,1.5,2.4378
1.842,1.5,2.4397
1.8427,1.5,2.4416
1.8434,1.5,2.4435
1.8441,1.5,2.4453
1.8448,1.5,2.4472
1.8454,1.5,2.4491
1.8461,1.5,2.451
1.8468,1.5,2.4528
1.8475,1.5,2.4547
1.8482,1.5,2.4566
1.8489,1.5,2.4585
1.8495,1.5,2.4604
1.8502,1.5,2.4622
1.8509,1.5,2.4641
1.8516,1.5,2.466
1.8523,1.5,2.4679
1.853,1.5,2.4698
1.8536,1.5,2.4716
1.8543,1.5,2.4735
1.855,1.5,2.4754
1.8557,1.5,2.4773
1.8564,1.5,2.4792
1.8571,1.5,2.481
1.8578,1.5,2.4829
1.8584,1.5,2.4848
1.8591,1.5,2.4867
1.8598,1.5,2.4886
1.8605,1.5,2.4904
1.8612,1.5,2.4923
1.8619,1.5,2.4942
1.8625,1.5,2.4961
1.8632,1.5,2.498
1.8639,1.5,2.4998
1.8646,1.5,2.5017
1.8653,1.5,2.5036
1.866,1.5,2.5055
1.8666,1.5,2.5074
1.8673,1.5,2.5092
1.868,1.5,2.5111
1.8687,1.5,2.513
1.8694,1.5,2.5149
1.8701,1.5,2.5167
1.8707,1.5,2.5186
1.8714,1.5,2.5205
1.8721,1.5,2.5224
1.8728,1.5,2.5243
1.8735,1.5,2.5261
1.8742,1.5,2.528
1.8749,1.5,2.5299
1.8755,1.5,2.5318
1.8762,1.5,2.5337
1.8769,1.5,2.5355
1.8776,1.5,2.5374
1.8783,1.5,2.5393
1.879,1.5,2.5412
1.8796,1.5,2.5431
1.8803,1.5,2.5449
1.881,1.5,2.5468
1.8817,1.5,2.5487
1.8824,1.5,2.5506
1.8831,1.5,2.5525
1.8837,1.5,2.5543
1.8844,1.5,2.5562
1.8851,1.5,2.5581
1.8858,1.5,2.56
1.8865,1.5,2.5619
1.8872,1.5,2.5637
1.8879,1.5,2.5656
1.8885,1.5,2.5675
1.8892,1.5,2.5694
1.8899,1.5,2.5712
1.8906,1.5,2.5731
1.8913,1.5,2.575
1.892,1.5,2.5769
1.8926,1.5,2.5788
1.8933,1.5,2.5806
1.894,1.5,2.5825
1.8947,1.5,2.5844
1.8954,1.5,2.5863
1.8961,1.5,2.5882
1.8967,1.5,2.59
1.8974,1.5,2.5919
1.8981,1.5,2.5938
1.8988,1.5,2.5957
1.8995,1.5,2.5976
1.9002,1.5,2.5994
1.9008,1.5,2.6013
1.9015,1.5,2.6032
1.9022,1.5,2.6051
1.9029,1.5,2.607
1.9036,1.5,2.6088
1.9043,1.5,2.6107
1.905,1.5,2.6126
1.9056,1.5,2.6145
1.9063,1.5,2.6164
1.907,1.5,2.6182
1.9077,1.5,2.6201
1.9084,1.5,2.622
1.9091,1.5,2.6239
1.9097,1.5,2.6258
1.9104,1.5,2.6276
1.9111,1.5,2.6295
1.9118,1.5,2.6314
1.9125,1.5,2.6333
1.9132,1.5,2.6351
1.9138,1.5,2.637
1.9145,1.5,2.6389
1.9152,1.5,2.6408
1.9159,1.5,2.6427
1.9166,1.5,2.6445
1.9173,1.5,2.6464
1.9179,1.5,2.6483
1.9186,1.5,2.6502
1.9193,1.5,2.6521
1.92,1.5,2.6539
1.9207,1.5,2.6558
1.9214,1.5,2.6577
1.9221,1.5,2.6596
1.9227,1.5,2.6615
1.9234,1.5,2.6633
1.9241,1.5,2.6652
1.9248,1.5,2.6671
1.9255,1.5,2.669
1.9262,1.5,2.6709
1.9268,1.5,2.6727
1.9275,1.5,2.6746
1.9282,1.5,2.6765
1.9289,1.5,2.6784
1.9296,1.5,2.6803
1.9303,1.5,2.6821
1.9309,1.5,2.684
1.9316,1.5,2.6859
1.9323,1.5,2.6878
1.933,1.5,2.6897
1.9337,1.5,2.6915
1.9344,1.5,2.6934
1.935,1.5,2.6953
1.9357,1.5,2.6972
1.9364,1.5,2.699
1.9371,1.5,2.7009
1.9378,1.5,2.7028
1.9385,1.5,2.7047
1.9392,1.5,2.7066
1.9398,1.5,2.7084
1.9405,1.5,2.7103
1.9412,1.5,2.7122
1.9419,1.5,2.7141
1.9426,1.5,2.716
1.9433,1.5,2.7178
1.9439,1.5,2.7197
1.9446,1.5,2.7216
1.9453,1.5,2.7235
1.946,1.5,2.7254
1.9467,1.5,2.7272
1.9474,1.5,2.7291
1.948,1.5,2.731
1.9487,1.5,2.7329
1.9494,1.5,2.7348
1.9501,1.5,2.7366
1.9508,1.5,2.7385
1.9515,1.5,2.7404
1.9522,1.5,2.7423
1.9528,1.5,2.7442
1.9535,1.5,2.746
1.9542,1.5,2.7479
1.9549,1.5,2.7498
1.9556,1.5,2.7517
1.9563,1.5,2.7535
1.9569,1.5,2.7554
1.9576,1.5,2.7573
1.9583,1.5,2.7592
1.959,1.5,2.7611
1.9597,1.5,2.7629
1.9604,1.5,2.7648
1.961,1.5,2.7667
1.9617,1.5,2.7686
1.9624,1.5,2.7705
1.9631,1.5,2.7723
1.9638,1.5,2.7742
1.9645,1.5,2.7761
1.9651,1.5,2.778
1.9658,1.5,2.7799
1.9665,1.5,2.7817
1.9672,1.5,2.7836
1.9679,1.5,2.7855
1.9686,1.5,2.7874
1.9693,1.5,2.7893
1.9699,1.5,2.7911
1.9706,1.5,2.793
1.9713,1.5,2.7949
1.972,1.5,2.7968
1.9727,1.5,2.7987
1.9734,1.5,2.8005
1.974,1.5,2.8024
1.9747,1.5,2.8043
1.9754,1.5,2.8062
1.9761,1.5,2.8081
1.9768,1.5,2.8099
1.9775,1.5,2.8118
1.9781,1.5,2.8137
1.9788,1.5,2.8156
1.9795,1.5,2.8174
1.9802,1.5,2.8193
1.9809,1.5,2.8212
1.9816,1.5,2.8231
1.9822,1.5,2.825
1.9829,1.5,2.8268
1.9836,1.5,2.8287
1.9843,1.5,2.8306
1.985,1.5,2.8325
1.9857,1.5,2.8344
1.9864,1.5,2.8362
1.987,1.5,2.8381
1.9877,1.5,2.84
1.9884,1.5,2.8419
1.9891,1.5,2.8438
1.9898,1.5,2.8456
1.9905,1.5,2.8475
1.9911,1.5,2.8494
1.9918,1.5,2.8513
1.9925,1.5,2.8532
1.9932,1.5,2.855
1.9939,1.5,2.8569
1.9946,1.5,2.8588
1.9952,1.5,2.8607
1.9959,1.5,2.8626
1.9966,1.5,2.8644
1.9973,1.5,2.8663
1.998,1.5,2.8682
1.9987,1.5,2.8701
1.9993,1.5,2.872
2.0,1.5,2.8738
2.0007,1.5,2.8757
2.0014,1.5,2.8776
2.0021,1.5,2.8795
2.0028,1.5,2.8813
2.0035,1.5,2.8832
2.0041,1.5,2.8851
2.0048,1.5,2.887
2.0055,1.5,2.8889
2.0062,1.5,2.8907
2.0069,1.5,2.8926
2.0076,1.5,2.8945
2.0082,1.5,2.8964
2.0089,1.5,2.8983
2.0096,1.5,2.9001
2.0103,1.5,2.902
2.011,1.5,2.9039
2.0117,1.5,2.9058
2.0123,1.5,2.9077
2.013,1.5,2.9095
2.0137,1.5,2.9114
2.0144,1.5,2.9133
2.0151,1.5,2.9152
2.0158,1.5,2.9171
2.0165,1.5,2.9189
2.0171,1.5,2.9208
2.0178,1.5,2.9227
2.0185,1.5,2.9246
2.0192,1.5,2.9265
2.0199,1.5,2.9283
2.0206,1.5,2.9302
2.0212,1.5,2.9321
2.0219,1.5,2.934
2.0226,1.5,2.9359
2.0233,1.5,2.9377
2.024,1.5,2.9396
2.0247,1.5,2.9415
2.0253,1.5,2.9434
2.026,1.5,2.9452
2.0267,1.5,2.9471
2.0274,1.5,2.949
2.0281,1.5,2.9509
2.0288,1.5,2.9528
2.0294,1.5,2.9546
2.0301,1.5,2.9565
2.0308,1.5,2.9584
2.0315,1.5,2.9603
2.0322,1.5,2.9622
2.0329,1.5,2.964
2.0336,1.5,2.9659
2.0342,1.5,2.9678
2.0349,1.5,2.9697
2.0356,1.5,2.9716
2.0363,1.5,2.9734
2.037,1.5,2.9753
2.0377,1.5,2.9772
2.0383,1.5,2.9791
2.039,1.5,2.981
2.0397,1.5,2.9828
2.0404,1.5,2.9847
2.0411,1.5,2.9866
2.0418,1.5,2.9885
2.0424,1.5,2.9904
2.0431,1.5,2.9922
2.0438,1.5,2.9941
2.0445,1.5,2.996
2.0452,1.5,2.9979
2.0459,1.5,2.9997
2.0465,1.5,3.0016
2.0472,1.5,3.0035
2.0479,1.5,3.0054
2.0486,1.5,3.0073
2.0493,1.5,3.0091
2.05,1.5,3.011
2.0507,1.5,3.0129
2.0513,1.5,3.0148
2.052,1.5,3.0167
2.0527,1.5,3.0185
2.0534,1.5,3.0204
2.0541,1.5,3.0223
2.0548,1.5,3.0242
2.0554,1.5,3.0261
2.0561,1.5,3.0279
2.0568,1.5,3.0298
2.0575,1.5,3.0317
2.0582,1.5,3.0336
2.0589,1.5,3.0355
2.0595,1.5,3.0373
2.0602,1.5,3.0392
2.0609,1.5,3.0411
2.0616,1.5,3.043
2.0623,1.5,3.0449
2.063,1.5,3.0467
2.0636,1.5,3.0486
2.0643,1.5,3.0505
2.065,1.5,3.0524
2.0657,1.5,3.0543
2.0664,1.5,3.0561
2.0671,1.5,3.058
2.0678,1.5,3.0599
2.0684,1.5,3.0618
2.0691,1.5,3.0636
2.0698,1.5,3.0655
2.0705,1.5,3.0674
2.0712,1.5,3.0693
2.0719,1.5,3.0712
2.0725,1.5,3.073
2.0732,1.5,3.0749
2.0739,1.5,3.0768
2.0746,1.5,3.0787
2.0753,1.5,3.0806
2.076,1.5,3.0824
2.0766,1.5,3.0843
2.0773,1.5,3.0862
2.078,1.5,3.0881
2.0787,1.5,3.09
2.0794,1.5,3.0918
2.0801,1.5,3.0937
2.0808,1.5,3.0956
2.0814,1.5,3.0975
2.0821,1.5,3.0994
2.0828,1.5,3.1012
2.0835,1.5,3.1031
2.0842,1.5,3.105
2.0849,1.5,3.1069
2.0855,1.5,3.1088
2.0862,1.5,3.1106
2.0869,1.5,3.1125
2.0876,1.5,3.1144
2.0883,1.5,3.1163
2.089,1.5,3.1182
2.0896,1.5,3.12
2.0903,1.5,3.1219
2.091,1.5,3.1238
2.0917,1.5,3.1257
2.0924,1.5,3.1275
2.0931,1.5,3.1294
2.0937,1.5,3.1313
2.0944,1.5,3.1332
2.0951,1.5,3.1351
2.0958,1.5,3.1369
2.0965,1.5,3.1388
2.0972,1.5,3.1407
2.0979,1.5,3.1426
2.0985,1.5,3.1445
2.0992,1.5,3.1463
2.0999,1.5,3.1482
2.1006,1.5,3.1501
2.1013,1.5,3.152
2.102,1.5,3.1539
2.1026,1.5,3.1557
2.1033,1.5,3.1576
2.104,1.5,3.1595
2.1047,1.5,3.1614
2.1054,1.5,3.1633
2.1061,1.5,3.1651
2.1067,1.5,3.167
2.1074,1.5,3.1689
2.1081,1.5,3.1708
2.1088,1.5,3.1727
2.1095,1.5,3.1745
2.1102,1.5,3.1764
2.1108,1.5,3.1783
2.1115,1.5,3.1802
2.1122,1.5,3.182
2.1129,1.5,3.1839
2.1136,1.5,3.1858
2.1143,1.5,3.1877
2.115,1.5,3.1896
2.1156,1.5,3.1914
2.1163,1.5,3.1933
2.117,1.5,3.1952
2.1177,1.5,3.1971
2.1184,1.5,3.199
2.1191,1.5,3.2008
2.1197,1.5,3.2027
2.1204,1.5,3.2046
2.1211,1.5,3.2065
2.1218,1.5,3.2084
2.1225,1.5,3.2102
2.1232,1.5,3.2121
2.1238,1.5,3.214
2.1245,1.5,3.2159
2.1252,1.5,3.2178
2.1259,1.5,3.2196
2.1266,1.5,3.2215
2.1273,1.5,3.2234
2.1279,1.5,3.2253
2.1286,1.5,3.2272
2.1293,1.5,3.229
2.13,1.5,3.2309
2.1307,1.5,3.2328
2.1314,1.5,3.2347
2.1321,1.5,3.2366
2.1327,1.5,3.2384
2.1334,1.5,3.2403
2.1341,1.5,3.2422
2.1348,1.5,3.2441
2.1355,1.5,3.2459
2.1362,1.5,3.2478
2.1368,1.5,3.2497
2.1375,1.5,3.2516
2.1382,1.5,3.2535
2.1389,1.5,3.2553
2.1396,1.5,3.2572
2.1403,1.5,3.2591
2.1409,1.5,3.261
2.1416,1.5,3.2629
2.1423,1.5,3.2647
2.143,1.5,3.2666
2.1437,1.5,3.2685
2.1444,1.5,3.2704
2.145,1.5,3.2723
2.1457,1.5,3.2741
2.1464,1.5,3.276
2.1471,1.5,3.2779
2.1478,1.5,3.2798
2.1485,1.5,3.2817
2.1492,1.5,3.2835
2.1498,1.5,3.2854
2.1505,1.5,3.2873
2.1512,1.5,3.2892
2.1519,1.5,3.2911
2.1526,1.5,3.2929
2.1533,1.5,3.2948
2.1539,1.5,3.2967
2.1546,1.5,3.2986
2.1553,1.5,3.3005
2.156,1.5,3.3023
2.1567,1.5,3.3042
2.1574,1.5,3.3061
2.158,1.5,3.308
2.1587,1.5,3.3098
2.1594,1.5,3.3117
2.1601,1.5,3.3136
2.1608,1.5,3.3155
2.1615,1.5,3.3174
2.1622,1.5,3.3192
2.1628,1.5,3.3211
2.1635,1.5,3.323
2.1642,1.5,3.3249
2.1649,1.5,3.3268
2.1656,1.5,3.3286
2.1663,1.5,3.3305
2.1669,1.5,3.3324
2.1676,1.5,3.3343
2.1683,1.5,3.3362
2.169,1.5,3.338
2.1697,1.5,3.3399
2.1704,1.5,3.3418
2.171,1.5,3.3437
2.1717,1.5,3.3456
2.1724,1.5,3.3474
2.1731,1.5,3.3493
2.1738,1.5,3.3512
2.1745,1.5,3.3531
2.1751,1.5,3.355
2.1758,1.5,3.3568
2.1765,1.5,3.3587
2.1772,1.5,3.3606
2.1779,1.5,3.3625
2.1786,1.5,3.3644
2.1793,1.5,3.3662
2.1799,1.5,3.3681
2.1806,1.5,3.37
2.1813,1.5,3.3719
2.182,1.5,3.3737
2.1827,1.5,3.3756
2.1834,1.5,3.3775
2.184,1.5,3.3794
2.1847,1.5,3.3813
2.1854,1.5,3.3831
2.1861,1.5,3.385
2.1868,1.5,3.3869
2.1875,1.5,3.3888
2.1881,1.5,3.3907
2.1888,1.5,3.3925
2.1895,1.5,3.3944
2.1902,1.5,3.3963
2.1909,1.5,3.3982
2.1916,1.5,3.4001
2.1922,1.5,3.4019
2.1929,1.5,3.4038
2.1936,1.5,3.4057
2.1943,1.5,3.4076
2.195,1.5,3.4095
2.1957,1.5,3.4113
2.1964,1.5,3.4132
2.197,1.5,3.4151
2.1977,1.5,3.417
2.1984,1.5,3.4189
2.1991,1.5,3.4207
2.1998,1.5,3.4226
2.2005,1.5,3.4245
2.2011,1.5,3.4264
2.2018,1.5,3.4282
2.2025,1.5,3.4301
2.2032,1.5,3.432
2.2039,1.5,3.4339
2.2046,1.5,3.4358
2.2052,1.5,3.4376
2.2059,1.5,3.4395
2.2066,1.5,3.4414
2.2073,1.5,3.4433
2.208,1.5,3.4452
2.2087,1.5,3.447
2.2093,1.5,3.4489
2.21,1.5,3.4508
2.2107,1.5,3.4527
2.2114,1.5,3.4546
2.2121,1.5,3.4564
2.2128,1.5,3.4583
2.2135,1.5,3.4602
2.2141,1.5,3.4621
2.2148,1.5,3.464
2.2155,1.5,3.4658
2.2162,1.5,3.4677
2.2169,1.5,3.4696
2.2176,1.5,3.4715
2.2182,1.5,3.4734
2.2189,1.5,3.4752
2.2196,1.5,3.4771
2.2203,1.5,3.479
2.221,1.5,3.4809
2.2217,1.5,3.4828
2.2223,1.5,3.4846
2.223,1.5,3.4865
2.2237,1.5,3.4884
2.2244,1.5,3.4903
2.2251,1.5,3.4921
2.2258,1.5,3.494
2.2265,1.5,3.4959
2.2271,1.5,3.4978
2.2278,1.5,3.4997
2.2285,1.5,3.5015
2.2292,1.5,3.5034
2.2299,1.5,3.5053
2.2306,1.5,3.5072
2.2312,1.5,3.5091
2.2319,1.5,3.5109
2.2326,1.5,3.5128
2.2333,1.5,3.5147
2.234,1.5,3.5166
2.2347,1.5,3.5185
2.2353,1.5,3.5203
2.236,1.5,3.5222
2.2367,1.5,3.5241
2.2374,1.5,3.526
2.2381,1.5,3.5279
2.2388,1.5,3.5297
2.2394,1.5,3.5316
2.2401,1.5,3.5335
2.2408,1.5,3.5354
2.2415,1.5,3.5373
2.2422,1.5,3.5391
2.2429,1.5,3.541
2.2436,1.5,3.5429
2.2442,1.5,3.5448
2.2449,1.5,3.5467
2.2456,1.5,3.5485
2.2463,1.5,3.5504
2.247,1.5,3.5523
2.2477,1.5,3.5542
2.2483,1.5,3.556
2.249,1.5,3.5579
2.2497,1.5,3.5598
2.2504,1.5,3.5617
2.2511,1.5,3.5636
2.2518,1.5,3.5654
2.2524,1.5,3.5673
2.2531,1.5,3.5692
2.2538,1.5,3.5711
2.2545,1.5,3.573
2.2552,1.5,3.5748
2.2559,1.5,3.5767
2.2565,1.5,3.5786
2.2572,1.5,3.5805
2.2579,1.5,3.5824
2.2586,1.5,3.5842
2.2593,1.5,3.5861
2.26,1.5,3.588
2.2607,1.5,3.5899
2.2613,1.5,3.5918
2.262,1.5,3.5936
2.2627,1.5,3.5955
2.2634,1.5,3.5974
2.2641,1.5,3.5993
2.2648,1.5,3.6012
2.2654,1.5,3.603
2.2661,1.5,3.6049
2.2668,1.5,3.6068
2.2675,1.5,3.6087
2.2682,1.5,3.6105
2.2689,1.5,3.6124
2.2695,1.5,3.6143
2.2702,1.5,3.6162
2.2709,1.5,3.6181
2.2716,1.5,3.6199
2.2723,1.5,3.6218
2.273,1.5,3.6237
2.2736,1.5,3.6256
2.2743,1.5,3.6275
2.275,1.5,3.6293
2.2757,1.5,3.6312
2.2764,1.5,3.6331
2.2771,1.5,3.635
2.2778,1.5,3.6369
2.2784,1.5,3.6387
2.2791,1.5,3.6406
2.2798,1.5,3.6425
2.2805,1.5,3.6444
2.2812,1.5,3.6463
2.2819,1.5,3.6481
2.2825,1.5,3.65
2.2832,1.5,3.6519
2.2839,1.5,3.6538
2.2846,1.5,3.6557
2.2853,1.5,3.6575
2.286,1.5,3.6594
2.2866,1.5,3.6613
2.2873,1.5,3.6632
2.288,1.5,3.6651
2.2887,1.5,3.6669
2.2894,1.5,3.6688
2.2901,1.5,3.6707
2.2908,1.5,3.6726
2.2914,1.5,3.6744
2.2921,1.5,3.6763
2.2928,1.5,3.6782
2.2935,1.5,3.6801
2.2942,1.5,3.682
2.2949,1.5,3.6838
2.2955,1.5,3.6857
2.2962,1.5,3.6876
2.2969,1.5,3.6895
2.2976,1.5,3.6914
2.2983,1.5,3.6932
2.299,1.5,3.6951
2.2996,1.5,3.697
2.3003,1.5,3.6989
2.301,1.5,3.7008
2.3017,1.5,3.7026
2.3024,1.5,3.7045
2.3031,1.5,3.7064
2.3037,1.5,3.7083
2.3044,1.5,3.7102
2.3051,1.5,3.712
2.3058,1.5,3.7139
2.3065,1.5,3.7158
2.3072,1.5,3.7177
2.3079,1.5,3.7196
2.3085,1.5,3.7214
2.3092,1.5,3.7233
2.3099,1.5,3.7252
2.3106,1.5,3.7271
2.3113,1.5,3.729
2.312,1.5,3.7308
2.3126,1.5,3.7327
2.3133,1.5,3.7346
2.314,1.5,3.7365
2.3147,1.5,3.7383
2.3154,1.5,3.7402
2.3161,1.5,3.7421
2.3167,1.5,3.744
2.3174,1.5,3.7459
2.3181,1.5,3.7477
2.3188,1.5,3.7496
2.3195,1.5,3.7515
2.3202,1.5,3.7534
2.3208,1.5,3.7553
2.3215,1.5,3.7571
2.3222,1.5,3.759
2.3229,1.5,3.7609
2.3236,1.5,3.7628
2.3243,1.5,3.7647
2.325,1.5,3.7665
2.3256,1.5,3.7684
2.3263,1.5,3.7703
2.327,1.5,3.7722
2.3277,1.5,3.7741
2.3284,1.5,3.7759
2.3291,1.5,3.7778
2.3297,1.5,3.7797
2.3304,1.5,3.7816
2.3311,1.5,3.7835
2.3318,1.5,3.7853
2.3325,1.5,3.7872
2.3332,1.5,3.7891
2.3338,1.5,3.791
2.3345,1.5,3.7928
2.3352,1.5,3.7947
2.3359,1.5,3.7966
2.3366,1.5,3.7985
2.3373,1.5,3.8004
2.3379,1.5,3.8022
2.3386,1.5,3.8041
2.3393,1.5,3.806
2.34,1.5,3.8079
2.3407,1.5,3.8098
2.3414,1.5,3.8116
2.3421,1.5,3.8135
2.3427,1.5,3.8154
2.3434,1.5,3.8173
2.3441,1.5,3.8192
2.3448,1.5,3.821
2.3455,1.5,3.8229
2.3462,1.5,3.8248
2.3468,1.5,3.8267
2.3475,1.5,3.8286
2.3482,1.5,3.8304
2.3489,1.5,3.8323
2.3496,1.5,3.8342
2.3503,1.5,3.8361
2.3509,1.5,3.838
2.3516,1.5,3.8398
2.3523,1.5,3.8417
2.353,1.5,3.8436
2.3537,1.5,3.8455
2.3544,1.5,3.8474
